symbol,median_dollar_volume,median_close,daily_vol_bp,tick_floor_half_bp,edge_raw_half_bp
KNOP,789498.9,10.38,209.96763842897778,4.817,40.537
KNRX,44103.6,1.215,806.377470321569,41.152,272.125
KNSL,90168592.7,376.37,222.33375005957095,0.133,22.956
KNTK,45977719.4,45.55,222.59557070974867,1.098,41.002
KNX,188097331.0,59.22,249.04524850472956,0.844,41.592
KO,1189356307.8,76.72,116.93147766415287,0.652,22.245
KOD,19514761.2,27.72,691.8064699849798,1.804,74.78
KODK,7570270.6,8.23,391.62248427991784,6.075,65.992
KOF,15165238.8,102.48,158.50290454280864,0.488,26.993
KOP,5691120.5,37.04,220.43219191548155,1.35,37.468
KOPN,12264362.4,2.96,639.4221265717151,16.892,100.634
KOS,28193841.7,2.16,545.7495770249453,23.148,47.368
KOSS,94593.4,4.19,284.17350836690315,11.933,85.663
KPLT,212597.0,6.81,547.5006658379855,7.342,107.329
KPRX,59764.9,2.47,356.8054681816168,20.243,70.322
KPTI,2514983.0,6.88,542.4438621135808,7.267,74.806
KR,406695114.9,65.02,176.63015930807464,0.769,9.199
KRC,55961257.0,37.55,174.72348750994706,1.332,26.319
KRMD,520685.7,4.19,302.91725765775107,11.933,44.842
KRMN,131054173.2,67.4,460.2390617196343,0.742,70.456
KRNY,2799985.4,7.87,168.2461740472541,6.353,32.628
KRO,1846025.0,6.13,369.10602195593316,8.157,54.131
KROS,4596776.2,12.24,312.4215536667018,4.085,27.619
KRRO,2065223.8,12.31,558.2271712765144,4.062,73.493
KRSA,85991.5,2.39,648.9079580934216,20.921,172.347
KRSP,30083.4,10.38,55.44454749617703,4.817,25.635
KRT,2401792.0,25.97,235.0514949943415,1.925,36.091
KRUS,15653164.4,56.11,391.7075874308365,0.891,64.205
KRYS,68729486.4,268.04,244.41035352782873,0.187,36.434
KSCP,1482386.6,3.77,685.9878487093173,13.263,75.427
KSS,68115885.5,16.9,436.0087504192571,2.959,76.939
KT,28211392.6,19.15,141.16671568143326,2.611,24.439
KTB,48268996.8,73.59,303.8309341173228,0.679,19.484
KTCC,40916.2,3.08,382.0130950020418,16.234,125.834
KTN,33111.0,26.04,50.531316691074196,1.92,19.959
KTOS,241193116.4,72.41,449.59997251333476,0.691,53.378
KTTA,126323.7,0.7331,618.6879972846892,68.204,117.993
KTWO,6048.5,9.95,34.81342642864705,5.025,27.841
KULR,4778913.0,3.15,613.8122495255737,15.873,84.031
KURA,14527586.1,9.53,375.2700333459724,5.247,51.276
KUST,145806.9,1.37,896.9224957499687,36.496,97.879
KVHI,783643.1,7.24,377.1481102466535,6.906,63.701
KVUE,449059942.4,17.52,204.0256638729613,2.854,28.002
KVYO,79466987.2,19.61,479.3625633531998,2.55,56.031
KWR,19997113.8,142.14,239.56733150717204,0.352,24.219
KWY,727901.4,11.8,260.7479670469512,4.237,23.685
KYMR,51502170.7,81.42,369.0685680676517,0.614,51.677
KYNB,150866.4,7.78,335.16693149603435,6.427,78.797
KYTX,5391616.5,8.055,628.9433732627772,6.207,83.511
L,77322143.4,107.2,102.10942109883298,0.466,17.046
LAB,1833727.0,1.11,445.3373282278417,45.045,73.327
LAC,46751095.1,4.64,549.2480048645322,10.776,52.07
LAD,85068957.1,313.67,232.08362225091037,0.159,26.709
LADR,7939429.3,10.35,125.64426230395802,4.831,26.54
LAKE,1113940.8,10.77,476.5702418565899,4.643,32.785
LAMR,69587888.4,132.83,130.6088838190507,0.376,19.596
LAND,5239863.2,9.26,170.58586229616304,5.4,20.319
LANV,52535.9,1.63,511.9156145554966,30.675,199.67
LAR,16016156.2,6.75,520.4555046072845,7.407,49.28
LARK,185169.9,27.54,168.57890950734003,1.816,84.356
LASE,1504713.3,1.45,946.1331920660087,34.483,115.5
LASR,54232111.1,50.89,547.3957366569251,0.983,109.504
LAUR,37357073.1,33.6,206.99949339774122,1.488,27.926
LAW,956484.8,4.37,490.38580232162565,11.442,52.323
LAZ,53140527.8,48.46,260.61735864919837,1.032,46.145
LB,22112899.0,66.17,387.65237265283554,0.756,30.848
LBRT,80839014.8,21.29,402.9673904528529,2.349,69.515
LBRX,4981686.8,24.225,389.04724490762675,2.064,65.912
LCFY,53361.0,3.89,570.0601201416217,12.853,171.197
LCID,89908516.1,9.92,521.1270376946154,5.04,84.758
LCII,31215851.6,109.18,228.37488605054978,0.458,29.392
LCNB,381716.9,16.65,185.42856649330272,3.003,45.958
LCTX,1632979.9,1.56,348.41921786410876,32.051,78.509
LCUT,405216.0,4.29,510.17050875451685,11.655,97.902
LDI,4576471.6,1.79,541.3271221159425,27.933,62.877
LDOS,156925988.3,172.0,214.5790099699351,0.291,22.056
LE,2865302.4,14.03,402.11458969553354,3.564,72.071
LEA,67813980.3,122.64,212.94504683135222,0.408,32.387
LEDS,36991.1,1.9,619.7026895349674,26.316,131.995
LEE,284469.5,7.82,508.2839390505328,6.394,101.755
LEGH,2062042.3,22.37,222.29478860021885,2.235,21.726
LEGO,15190.0,9.92,20.593937243894352,5.04,18.821
LEN,288401546.0,99.94,232.15955662763417,0.5,35.153
LENZ,9502744.4,12.02,530.2380904364715,4.16,71.666
LEO,1179988.8,6.31,64.93132143943588,7.924,11.94
LESL,440841.3,1.71,967.1537330945561,29.24,125.736
LEU,180964444.2,206.04,574.7521269423523,0.243,102.594
LEVI,48453308.5,21.85,219.28789256906447,2.288,39.149
LEXX,135173.8,0.792,864.1243418701748,63.131,139.677
LFCR,974422.5,6.54,407.16924605525077,7.645,34.278
LFMD,4109299.6,4.0,479.3396094357558,12.5,146.022
LFST,14528191.0,7.07,318.41699936670466,7.072,45.396
LFUS,75926954.8,345.06,247.58239750964725,0.145,22.561
LFVN,873745.3,6.31,477.09203167282715,7.924,156.829
LGCY,527854.0,11.11,328.69429897406513,4.5,93.751
LGIH,18121075.2,50.145,362.703415976079,0.997,43.662
LGL,38319.4,6.9,221.43625241044145,7.246,121.019
LGN,58720897.6,52.98,456.37119456382067,0.944,67.374
LGND,44185886.2,204.92,223.8804411057652,0.244,40.644
LGPS,31096.6,0.905,705.9780801101698,55.249,215.716
LGVN,252558.4,0.7501,579.1190563882243,66.658,99.729
LH,169854514.5,270.68,148.44598953141843,0.185,33.67
LHAI,471399.3,1.33,804.1529113358861,37.594,105.287
LHX,372302701.6,298.2,179.10375595877986,0.168,21.636
LIDR,2083615.3,1.89,551.0303891217771,26.455,160.329
LIEN,476038.2,10.12,150.0515997068761,4.941,49.86
LIF,47664332.1,54.05,479.3102435100322,0.925,55.218
LIFE,7673359.9,17.695,586.5229363306663,2.826,148.158
LII,221697670.7,505.76,265.3987644944866,0.099,28.348
LILA,2678651.5,8.0,362.19707634380416,6.25,44.58
LILAK,6968121.3,8.08,362.24726579920906,6.188,35.481
LIMN,317309.2,0.376,939.4933599207594,132.979,139.672
LINC,12907492.1,27.3,358.1600377940204,1.832,56.954
LIND,12002659.2,18.09,312.4330043531268,2.764,50.35
LINE,41155266.0,39.0,234.268716677991,1.282,38.639
LINK,129584.1,4.08,647.7953197496768,12.255,113.992
LION,23994671.1,9.57,308.99230989139255,5.225,54.129
LIQT,28956.5,1.79,663.4792246516912,27.933,191.988
LITE,2951838707.5,672.0,599.7441035138702,0.074,106.841
LITS,433451.8,1.17,532.6364100341801,42.735,109.356
LIVE,77562.6,13.15,508.72180827961677,3.802,209.527
LKFN,8608090.3,60.09,152.68639765543472,0.832,17.613
LKQ,77081864.7,29.745,221.80003439000953,1.681,31.158
LLY,2947404522.8,1028.83,221.03591667805165,0.049,20.006
LLYVA,12611080.0,93.19,200.2186442001965,0.537,36.415
LLYVK,29201021.9,95.58,199.10611152300285,0.523,25.036
LMAT,19036259.8,90.61,285.8792361472427,0.552,30.999
LMB,15947862.8,80.28,499.44382730746366,0.623,55.904
LMND,108857690.3,58.72,503.1495503254022,0.851,43.535
LMNR,909489.9,13.75,193.939223604192,3.636,26.913
LMRI,6819376.1,11.525,526.9591877237175,4.338,114.595
LMT,670175722.0,522.59,176.11005057836218,0.096,27.431
LNAI,232296.8,0.9838,947.1674687308885,50.823,188.487
LNC,69389724.8,40.25,216.53478882048913,1.242,40.816
LND,184426.4,3.76,158.16359583327647,13.298,48.636
LNG,444771184.1,236.01,175.0137422270792,0.212,24.491
LNN,15364767.4,117.61,187.4780201799495,0.425,42.802
LNSR,416712.8,9.97,429.3370123091679,5.015,50.135
LNT,145089117.4,69.17,102.1429351103146,0.723,15.545
LNTH,72935807.5,75.72,218.1220057112581,0.66,33.672
LNZA,300025.0,13.29,934.78573121116,3.762,171.186
LOAN,97618.5,4.46,156.47805936972892,11.211,48.377
LOAR,50353205.8,69.12,265.9883733528345,0.723,47.177
LOB,9077483.8,36.71,206.61696776917032,1.362,25.695
LOCL,30508.0,1.86,648.3742502366916,26.882,139.573
LOCO,2856678.7,11.41,227.59188103165977,4.382,41.478
LODE,3840394.0,3.32,532.2444688007838,15.06,55.228
LONA,180284.3,7.06,611.1414537289505,7.082,112.125
LOOP,68999.4,1.26,492.05338287058936,39.683,89.627
LOPE,45499978.7,164.41,197.873094995502,0.304,28.134
LOVE,3931421.6,15.35,359.78775347623593,3.257,54.148
LOW,640731150.0,238.13,168.98960520810775,0.21,20.847
LPA,61924.6,3.12,441.47658914660036,16.026,155.535
LPCN,167267.1,2.82,451.3577584421513,17.73,112.7
LPCV,1058.9,9.99,17.55328252188704,5.005,16.875
LPG,17224269.8,34.08,259.6824505862688,1.467,37.839
LPL,5233793.7,4.28,382.8564500959439,11.682,41.011
LPLA,243144603.9,336.19,228.9800559114589,0.149,32.23
LPTH,25300372.7,11.14,756.3020739587765,4.488,77.87
LPX,71671295.5,77.66,259.2499973650647,0.644,22.9
LQDA,63969405.3,37.66,400.61086406447413,1.328,46.943
LQDT,5141737.9,31.83,224.66421696274074,1.571,29.691
LRCX,2346444071.2,231.29,398.04391947967713,0.216,47.741
LRHC,189141.5,1.17,851.0575273371553,42.735,186.009
LRMR,5517496.3,3.92,639.921451975804,12.755,129.326
LRN,73055974.6,86.32,272.0039375337055,0.579,34.889
LSAK,280498.9,4.62,251.38778395382548,10.823,84.018
LSBK,128423.4,15.45,112.60180243906862,3.236,43.971
LSCC,162501683.8,94.92,368.24493325428807,0.527,44.166
LSF,165697.4,3.31,535.7556204775584,15.106,85.366
LSPD,6823196.1,10.41,276.70560285977984,4.803,31.148
LSTA,108143.8,2.66,596.9085207362762,18.797,124.82
LSTR,70792509.6,157.07,226.35011796915208,0.318,32.54
LTBR,11892657.0,12.93,581.7578891518359,3.867,80.882
LTC,14745029.8,37.34,127.07503317988636,1.339,16.934
LTH,67941820.1,28.03,229.72697022759345,1.784,30.678
LTRN,300588.5,3.21,520.0136127086419,15.576,73.791
LTRX,3478419.8,5.74,460.96562058154524,8.711,67.86
LUCD,879668.5,1.08,410.90420376342786,46.296,72.892
LUCK,1058110.8,8.18,326.9360364068343,6.112,52.63
LUCY,135365.2,1.11,685.6386352692848,45.045,111.03
LUD,108432.3,6.045,968.8511360257752,8.271,277.065
LULU,471708562.7,164.16,314.0291506220964,0.305,83.614
LUMN,94779004.2,7.63,487.8939547434686,6.553,55.136
LUNG,635700.1,1.61,579.1953716860165,31.056,101.775
LUNR,155097751.0,16.71,679.1990807711795,2.992,91.583
LUV,287283472.9,40.86,271.64308286615153,1.224,28.785
LVLU,150602.0,9.3,768.991070194047,5.376,197.599
LVO,333973.6,4.81,503.34009573359083,10.395,125.174
LVS,254797969.9,53.78,221.14869354719838,0.93,24.656
LVWR,296057.0,1.92,858.9402410693249,26.042,94.516
LW,83847066.2,47.26,276.3979609255028,1.058,25.531
LWAY,2024371.5,24.75,304.9850504576557,2.02,66.205
LWLG,14380526.4,5.345,772.2468349057871,9.355,30.624
LXEO,4813492.3,6.28,473.0251783574408,7.962,55.704
LXRX,3683029.9,1.6,478.1489632687456,31.25,64.091
LXU,6640264.4,10.09,337.8910879157039,4.955,49.679
LYB,288552709.5,57.1,269.7960125250354,0.876,54.003
LYEL,1627805.3,17.68,512.8919978719287,2.828,95.979
LYFT,219556738.5,16.61,321.1183949149193,3.01,50.323
LYG,74245829.0,5.36,181.881105058358,9.328,40.939
LYTS,4633515.8,22.32,254.5022299539807,2.24,26.843
LYV,366928609.6,158.28,196.55190858274878,0.316,21.233
LZ,18710796.0,7.25,395.3447409382311,6.897,70.494
LZB,14993707.8,35.92,264.9171159392473,1.392,61.087
LZM,1310040.6,4.32,481.0753963449603,11.574,66.254
M,127931186.5,20.75,284.5954551154765,2.41,41.141
MA,1679273751.0,540.44,140.99312071089952,0.093,20.023
MAA,119569535.4,133.19,119.47879811541618,0.375,19.556
MAC,42310503.3,19.3,189.23096265115223,2.591,30.088
MAGN,5271252.0,12.0,363.5427386092907,4.167,17.385
MAIA,682867.1,1.39,558.9578721775324,35.971,85.45
MAIN,31299005.6,57.45,161.16021953676233,0.87,16.345
MAMA,5464534.7,14.71,329.8289529631543,3.399,45.911
MAMO,82149.0,1.05,500.41662947738314,47.619,191.038
MAN,34785592.2,31.01,361.63476857087505,1.612,54.95
MANE,44771956.2,98.74,559.3354030521494,0.506,52.843
MANH,96503031.1,168.67,288.7724701286909,0.296,52.198
MANU,5762968.9,17.55,222.03945067889788,2.849,23.245
MAR,469492839.9,330.47,170.5609555902109,0.151,17.636
MARA,519081977.7,11.74,536.3061488314308,4.259,50.887
MAS,156917217.7,69.8,219.83733704320844,0.716,40.503
MASS,2185171.9,7.03,390.1865266553192,7.112,81.371
MAT,61556493.1,16.01,258.7958093733653,3.123,46.127
MATV,3972806.5,11.02,346.2036142138156,4.537,23.544
MATW,5615381.2,26.0,213.6063796688489,1.923,26.003
MATX,41527693.7,163.24,220.16469898543195,0.306,38.594
MAX,6075268.0,11.38,325.4805500228175,4.394,51.767
MAZE,13925893.8,29.05,501.44668605007394,1.721,29.352
MBAI,106423.7,1.675,669.7553921039088,29.851,160.944
MBBC,24464.0,13.54,200.4239494440217,3.693,125.01
MBC,18844426.6,9.61,329.2697506690046,5.203,42.669
MBI,1927418.5,6.39,259.8231084490166,7.825,22.681
MBIN,6472186.2,42.91,210.35692093110407,1.165,36.689
MBIO,48857.1,0.8741,420.58886245128673,57.202,121.98
MBLY,52643275.3,9.53,357.5855269396174,5.247,67.711
MBOT,2981919.9,2.1,473.7412323055159,23.81,44.598
MBRX,549382.1,2.31,767.5080186668271,21.645,118.416
MBUU,6255316.9,28.23,308.1817267086823,1.771,52.329
MBWM,4675340.3,51.12,155.43852829836624,0.978,31.835
MBX,18808673.4,31.96,515.7026319315978,1.564,89.866
MC,56056627.0,67.17,240.1397178114735,0.744,33.472
MCB,9248381.4,87.63,207.32060975428527,0.571,33.109
MCBS,2049130.7,29.11,151.60384067876925,1.718,35.235
MCD,1042826342.9,303.22,115.67318253149526,0.165,19.193
MCFT,2759792.9,22.31,249.3524789074249,2.241,45.285
MCGA,413893.3,10.21,36.87063136150764,4.897,8.584
MCHB,6169895.7,14.81,194.81053604139547,3.376,44.518
MCHP,620728683.5,73.94,306.9986841021657,0.676,37.272
MCHX,27860.4,1.68,272.1273208065577,29.762,127.716
MCI,521229.5,19.34,145.83980864679305,2.585,34.451
MCK,651787809.7,826.43,190.93681592964433,0.061,10.871
MCO,411615454.0,478.51,178.26965527260774,0.104,26.537
MCRB,595139.9,8.89,622.1010333788682,5.624,118.925
MCRI,11374649.4,99.66,159.7050158081989,0.502,30.47
MCRP,310176.6,1.79,800.2863595303834,27.933,193.887
MCS,3244487.6,16.42,239.3454667017837,3.045,27.256
MCY,20773535.5,92.98,163.85869931670163,0.538,25.07
MD,16046983.0,21.97,257.9989537356186,2.276,33.437
MDA,33703613.1,33.41,412.7256800950089,1.497,25.417
MDAI,550464.0,1.69,428.5087821424026,29.586,76.232
MDB,528152014.0,334.68,417.6587603975643,0.149,71.563
MDBH,15635.0,3.35,387.1083668380256,14.925,166.681
MDCX,562893.2,0.5237,785.6608970145312,95.475,119.5
MDGL,143934420.9,510.53,275.5497791717267,0.098,41.588
MDIA,22986.5,0.9111,422.8864140098002,54.879,168.833
MDLN,237542666.6,41.41,292.5212620804108,1.207,41.352
MDLZ,512234016.3,60.22,146.489610597667,0.83,15.092
MDRR,9262.0,11.82,296.1305907664468,4.23,155.514
MDT,690921543.5,92.09,145.85806028252213,0.543,25.073
MDU,35205227.3,20.5,129.6651453402826,2.439,40.503
MDXG,4547757.8,4.67,255.527428362311,10.707,49.621
MEC,3353072.2,19.36,343.7077879154852,2.583,55.661
MED,1937679.8,11.44,308.6574284808437,4.371,44.583
MEDP,144744017.0,530.35,288.0003151086179,0.094,65.149
MEDS,311697.4,0.5808,853.1083739136014,86.088,308.991
MEI,3570923.5,8.0,585.117773974388,6.25,43.196
MELI,857442473.1,1922.73,260.1639863663703,0.026,39.626
MEOH,31165640.9,49.0,316.93182970255054,1.02,55.154
MERC,731878.9,1.56,497.0309923659689,32.051,79.949
MET,270090731.5,79.78,149.2988586742715,0.627,23.921
META,9164237607.8,639.29,246.0645252054991,0.078,22.612
METC,34127260.4,15.55,568.6388081947794,3.215,82.3
METCB,501657.7,11.625,480.3965461560767,4.301,93.007
MFA,12590192.6,9.56,140.0734428035035,5.23,31.011
MFAN,342649.4,25.17,34.44597400493605,1.986,10.749
MFC,64737745.2,36.95,126.20473334061934,1.353,16.189
MFIC,6266648.9,11.27,156.15101816711643,4.437,30.245
MFIN,454594.8,9.98,192.73408394539268,5.01,37.213
MG,2322315.4,14.78,278.6586129983459,3.383,26.738
MGA,78233926.7,56.72,229.57794774943903,0.882,23.958
MGEE,11839825.4,80.08,128.90132459101991,0.624,17.99
MGLD,9994.4,1.07,589.3334412152386,46.729,288.113
MGM,150172999.1,36.93,233.37896724397314,1.354,38.11
MGNI,38493310.1,16.09,365.9056800696113,3.108,44.464
MGNX,1900736.5,2.36,511.36602911358693,21.186,64.122
MGPI,4670980.3,19.98,272.2878929843008,2.503,32.749
MGRC,15126130.1,113.75,166.80235658611628,0.44,23.166
MGRX,321884.6,0.4717,879.1343184981289,106.0,253.196
MGX,332944.2,1.48,395.27673411115563,33.784,72.254
MGY,64477278.2,25.86,208.39146789268466,1.933,42.043
MGYR,31797.4,17.48,134.77680964645552,2.86,78.309
MH,6545662.5,13.14,373.5752129679854,3.805,46.967
MHH,84223.7,7.14,349.2655621399734,7.003,168.033
MHK,90713712.2,113.64,247.019167663775,0.44,16.35
MHLA,27255.3,12.71,182.30559448658875,3.934,74.499
MHNC,41538.0,14.47,183.78167601826482,3.455,73.447
MHO,29511174.0,136.88,207.6667132336896,0.365,33.874
MI,46356.0,4.0,599.4372714112674,12.5,226.025
MIAX,44121035.4,42.62,258.6260909507127,1.173,32.357
MICC,19538388.9,16.33,279.74704064227393,3.062,36.668
MIDD,83707232.6,139.28,266.35994295781245,0.359,46.706
MIND,1119168.1,8.09,524.9381150392906,6.18,25.21
MINE,120416.3,3.02,425.41457713543525,16.556,154.123
MIR,69096736.8,20.61,349.8546539219444,2.426,74.948
MIRA,164043.6,1.18,482.65579761627356,42.373,106.601
MIRM,57122195.1,93.585,287.29518177943214,0.534,46.109
MITK,9218330.9,13.7,328.09889214702065,3.65,80.004
MITQ,27435.1,0.6199,473.77551185194403,80.659,212.253
MKC,180603208.8,60.97,189.23252217785523,0.82,18.225
MKDW,65463.7,2.49,823.9912302193076,20.08,158.696
MKL,99822337.6,1944.6,124.24528023772551,0.026,13.008
MKSI,275264225.3,236.98,384.45811952750626,0.211,81.035
MKTW,191281.9,16.72,332.5654258939842,2.99,69.523
MKTX,100276883.8,166.55,231.72554170779594,0.3,22.749
MKZR,54606.2,3.68,550.4378302403625,13.587,157.844
MLAB,10847490.0,90.59,348.1502825563339,0.552,31.571
MLCI,174934.8,5.075,365.1563111620094,9.852,104.823
MLI,78258601.5,110.85,201.8832094088381,0.451,31.686
MLKN,10897184.7,18.17,310.21534399391146,2.752,29.409
MLM,279656294.4,612.01,177.21075308887808,0.082,23.702
MLP,260302.8,16.71,237.9880257268965,2.992,57.238
MLR,3352041.0,44.28,179.23977161170143,1.129,45.352
MLSS,62933.2,0.3505,517.9752505237151,142.653,180.05
MLYS,35267456.9,29.54,376.9751447366799,1.693,49.443
MMA,156482.4,0.623,767.9376316596828,80.257,82.792
MMED,14505704.0,15.19,368.3596922911441,3.292,28.437
MMI,5426592.3,28.99,180.04160131982258,1.725,37.263
MMLP,31954.0,2.62,376.55398143964544,19.084,139.922
MMM,492171902.4,160.15,164.12750302120443,0.312,17.267
MMS,43692260.7,73.27,220.594750111846,0.682,27.72
MMSI,50569747.0,81.61,190.92958233669938,0.613,31.093
MMTX,3820.6,10.06,11.868725720805921,4.97,6.589
MNKD,16739968.6,4.16,453.8215526784131,12.019,59.372
MNOV,52812.0,1.39,387.69428178521804,35.971,117.187
MNPR,12325161.2,68.66,453.76119728337017,0.728,78.503
MNRO,14666823.1,17.21,375.43117592650015,2.905,75.279
MNSB,766007.7,22.295,157.67143347573176,2.243,29.536
MNST,409374998.7,76.15,163.78002085607156,0.657,21.996
MNTK,260749.1,1.7,468.94848224223114,29.412,89.008
MNTN,7881713.8,10.85,452.3346073792065,4.608,99.635
MNTS,3756085.2,4.51,973.9257075789058,11.086,125.325
MO,531591202.3,66.19,165.17502372442976,0.755,23.361
MOBX,1106275.6,0.8989,968.818738461973,55.624,147.645
MOD,216210422.2,195.6,436.0214798911816,0.256,45.403
MODD,160142.2,0.7042,760.2835410882154,71.003,115.646
MOH,205835876.0,181.54,347.0071270674352,0.275,37.966
MORN,78444338.6,198.29,253.32027057737514,0.252,18.044
MOS,179167374.8,24.86,279.92085633806647,2.011,19.248
MOV,3533347.8,24.5,239.10298445685254,2.041,32.834
MOVE,650588.7,11.72,777.5780554056865,4.266,298.158
MP,384052772.4,59.11,469.99317358610665,0.846,82.656
MPAA,1403706.2,12.81,391.27480243976896,3.903,56.455
MPB,3886740.2,32.43,157.39122567870467,1.542,21.211
MPC,485606580.6,215.7,212.79245190488086,0.232,27.001
MPLT,5475149.7,18.355,536.1344768554042,2.724,54.966
MPLX,83129123.9,55.66,106.09358765522717,0.898,23.312
MPTI,3614871.0,64.75,327.6576177139302,0.772,55.759
MPU,58400.0,0.8086,746.6784375580188,61.835,216.563
MPV,235943.3,18.32,157.8379562387504,2.729,47.739
MPWR,714156421.2,1142.74,332.71058657715616,0.044,59.493
MQ,15931765.0,4.66,256.3606658839866,10.73,77.193
MRAM,6554933.6,11.39,683.65964937598,4.39,117.83
MRBK,1429688.3,18.71,170.8899736538011,2.672,16.947
MRCY,48071940.0,83.46,365.7185731334963,0.599,26.308
MRDN,262197.1,6.39,606.2179321262607,7.825,115.348
MRK,1144615236.9,114.24,188.1481056436414,0.438,16.64
MRKR,149004.6,1.37,495.3249225150149,36.496,73.682
MRLN,5174824.4,10.4,682.9897980823584,4.808,20.569
MRNA,325284545.9,47.6,472.35191727964747,1.05,30.955
MRP,39639051.5,30.43,171.13648796504367,1.643,23.553
MRSH,470679719.9,181.59,164.0495689572233,0.275,15.097
MRT,64032.4,2.09,369.80698820294845,23.923,106.681
MRTN,9300546.4,13.33,206.74293731800648,3.751,28.162
MRVI,5770854.4,3.61,415.8695196899019,13.85,98.46
MRVL,2221891207.5,92.36,480.2554719716533,0.541,50.699
MS,1005153458.0,180.78,174.78329917918433,0.277,26.978
MSA,38109758.8,170.58,158.18766826834343,0.293,16.296
MSAI,242502.6,0.7402,813.0621748296479,67.549,141.159
MSBI,3443438.2,23.03,202.72561484321997,2.171,25.117
MSCI,330193148.9,568.75,191.6644910220451,0.088,20.067
MSEX,6512418.0,53.15,187.59825339619633,0.941,19.354
MSFT,12349108919.2,459.38,200.02965770425106,0.109,24.168
MSGE,20685299.1,60.54,193.03403045227867,0.826,29.682
MSGM,147840.2,3.89,689.0762785883276,12.853,96.957
MSGS,60710945.7,314.93,184.65985329859893,0.159,11.254
MSI,435700152.1,432.18,164.24223920693666,0.116,12.885
MSLE,369037.4,8.24,553.2178559076049,6.068,139.952
MSM,62498378.9,92.58,165.66397549218203,0.54,33.906
MSN,19898.3,0.4072,618.2783902164,122.79,226.17
MSS,149985.2,0.6545,758.2751321652131,76.394,213.695
MSTR,2898950378.3,155.39,490.0401759531709,0.322,53.942
MT,84680402.5,56.64,268.66657473661286,0.883,36.124
MTA,3617928.2,7.36,347.0763460012706,6.793,38.83
MTB,217808860.8,213.02,134.50376151196983,0.235,25.305
MTCH,114371166.9,34.13,200.88831125469886,1.465,42.007
MTD,201291008.8,1328.53,201.82292475827327,0.038,24.438
MTDR,83823521.6,49.78,265.5312400793737,1.004,46.204
MTEX,39701.8,7.0,574.1425812113931,7.143,183.791
MTG,47905329.8,27.76,145.17791967321983,1.801,20.782
MTH,58873884.4,70.64,237.93120125990322,0.708,28.394
MTN,102058792.0,140.26,239.12298222812697,0.356,42.139
MTNB,32001.9,0.638,742.9121565489955,78.37,271.086
MTRN,34372054.5,149.12,360.95152081636405,0.335,31.898
MTRX,2779498.9,12.26,311.40617335491675,4.078,53.096
MTSI,262643222.1,233.04,372.9859455916358,0.215,60.717
MTUS,5872402.7,18.21,257.0596891400057,2.746,56.313
MTVA,183411.8,1.5,905.3710977410074,33.333,245.353
MTW,2871691.9,12.73,323.6969673800239,3.928,61.546
MTX,12106739.9,70.18,167.04848723976457,0.712,26.491
MTZ,255431789.2,264.18,327.17377272316077,0.189,38.869
MU,16536247558.6,412.37,502.2847247858695,0.121,72.27
MUFG,58158429.7,17.88,165.4754291379369,2.796,23.543
MUR,64357023.2,33.73,305.73711456671634,1.482,43.484
MUSA,135645862.2,444.85,251.82298987103633,0.112,51.38
MUX,21529058.4,19.55,415.63575672534625,2.558,85.512
MVBF,1088460.0,26.72,164.00634310998424,1.871,41.966
MVIS,3442893.7,0.8535,723.2978469934326,58.582,77.12
MVST,7859585.9,2.13,617.236225186387,23.474,96.955
MWA,27641150.0,25.62,161.8955973736296,1.952,30.613
MWG,15127.8,1.1768,551.3958811634119,42.488,340.596
MWH,40273729.2,30.29,399.9810255904992,1.651,29.273
MWYN,62946.8,0.8805,683.21556439939,56.786,247.631
MX,1142806.0,3.06,580.140477595316,16.34,35.197
MXC,60067.9,9.39,415.37528104057213,5.325,155.783
MXCT,861246.6,1.23,428.4009418632041,40.65,83.342
MXL,27807594.2,18.72,693.4944323662716,2.671,83.442
MYE,5341695.6,21.16,236.19174812362783,2.363,37.742
MYFW,758490.7,26.0,167.9883526355894,1.923,47.696
MYGN,6414647.7,5.34,401.13902017892923,9.363,77.039
MYO,567471.3,0.94,601.1770907032792,53.191,132.547
MYPS,177390.1,0.5975,468.4254581828777,83.682,99.914
MYRG,72612027.9,270.32,306.90618473093906,0.185,56.659
MYSE,138127.7,2.08,567.2032233936925,24.038,149.302
MYSZ,39354.2,0.6876,537.3900260454343,72.717,147.957
MZTI,29524538.6,154.7,185.67655229441885,0.323,14.187
NABL,6509188.0,5.18,468.08396807326835,9.653,50.683
NAGE,4461005.7,4.96,321.9874969306012,10.081,75.047
NAII,37556.4,2.71,410.88210831411965,18.45,150.279
NAK,12656508.0,1.83,630.0598341307339,27.322,126.964
NAKA,1688355.7,0.6248,878.496173927216,80.026,139.938
NAT,15436710.8,5.22,248.69781786396234,9.579,42.369
NATH,2670236.5,100.79,135.45791670187214,0.496,19.441
NATL,21442258.4,43.2,166.96537268479975,1.157,54.324
NATR,2208182.4,21.17,304.795116554821,2.362,54.655
NAUT,651639.8,1.98,686.2855540575373,25.253,96.408
NAVI,8724122.9,9.37,260.268361665893,5.336,32.57
NAVN,41134568.3,17.23,551.3757759676439,2.902,55.438
NB,22084531.6,5.55,609.714695844473,9.009,97.122
NBBK,4975186.9,20.51,164.59605515186877,2.438,26.476
NBHC,13838935.3,40.68,156.4892497021568,1.229,22.294
